,0_mean,0_std,1_mean,1_std,2_mean,2_std,3_mean,3_std,4_mean,4_std
0,0.9144556205386319,0.08609677006255552,0.9062952938615279,0.0921359712566361,0.9024257188673591,0.09344701107186609,0.9011012786995402,0.09550423295089422,0.9076332638666619,0.08904748854389281
1,0.8987629523368282,0.09770480245700497,0.9035960094162705,0.09488422894835899,0.9006698394144791,0.09740918440904675,0.9074846794456712,0.0890885147509788,0.928366327462864,0.07131277911416768
2,0.9065860018221132,0.09396982874783559,0.9193301924145239,0.08017139045557997,0.9075928008004636,0.09396477704974114,0.8988210118752542,0.09640959017872144,0.9176913950037872,0.08329955167406214
3,0.9116172608724891,0.08475401597055741,0.9151227671726306,0.08252384355414193,0.8981808956410977,0.09889084190104835,0.9027773272808401,0.09405866175975167,0.9018935497177896,0.09470710045346302
4,0.9042516145571459,0.09160511246673261,0.9231541765036199,0.07676671293798602,0.9146411539204987,0.08171756585640033,0.9068661276596636,0.09074932960196856,0.9142262388389829,0.08730707852784253
5,0.9083804091082247,0.08930791669733691,0.9123294012498533,0.08619442415909073,0.912061738686712,0.08819289119773263,0.8976907648085413,0.09758958455203894,0.9134706495975935,0.08736037005301045
6,0.9127235949337422,0.08482008138301653,0.8965814648348435,0.09971561359012945,0.9197063112329019,0.0799829197331062,0.9113687749497383,0.08879050993399719,0.9174318476457711,0.08106878231212923
7,0.9004360327336686,0.09510199306972907,0.9078906930201416,0.09121160219405085,0.8970163645227726,0.10154803224059492,0.9228190655574431,0.07541920796118426,0.904130387354801,0.09343581842879317
8,0.9119678185978743,0.0855066114269934,0.8977439995656001,0.09796521815694943,0.9197242895353882,0.07794042791847758,0.9086284782694984,0.08904416712317781,0.9042324388428501,0.09278502695751425
9,0.9014400642660257,0.09828845424150506,0.9104955952770777,0.08645754133638824,0.9117174457664103,0.08604693303588332,0.9033903850704953,0.09197576954282,0.9040801929836346,0.0905398583262806
10,0.9012710258280321,0.09494519335049886,0.9090880912805361,0.08792631769498911,0.9097893031241947,0.0866035096624966,0.9028176587328031,0.0934075589426845,0.8980978507009065,0.09891250616341739
11,0.9128126890790285,0.09103845644497431,0.9067878643850318,0.08863965048871063,0.9166534184157034,0.0798732721072492,0.9000761167220425,0.09625574396797587,0.9041590554973696,0.09133976381547716
12,0.9129942769187832,0.0868213788971089,0.8937809300515582,0.10090929033286868,0.9051982640238121,0.0899656569990658,0.9081032782384899,0.09373956731849244,0.9109797694314667,0.08554136532524333
13,0.9119487398598545,0.08503073913205776,0.8986254516446285,0.09509298576960572,0.9166822742321488,0.08257426147751791,0.9051480163960822,0.09320323903687765,0.9048569381273506,0.0920488458112788
14,0.9189520619173619,0.08063495214210054,0.9102711124629591,0.08515622503088957,0.9027590371932107,0.09326057296263807,0.9158353543992181,0.08524136480910109,0.9043001713330759,0.09407712794947033
15,0.907892753949132,0.0882650851543329,0.9029261480649434,0.09320201316069968,0.9115468529858143,0.08769472031862946,0.9075791553459743,0.09229990979580857,0.901601292166027,0.09527092504643431
16,0.9002597521858113,0.0955571314806668,0.9137758577971387,0.08380136084280967,0.9135974462822378,0.08569760141294826,0.9084652412808557,0.08970438921349326,0.9123192333528641,0.0893006245545602
17,0.9075201679742451,0.09096967008656767,0.9089155584497455,0.09096019670636471,0.9231557955970339,0.07592493542712375,0.9068667966505723,0.09179912294389105,0.9205917324596904,0.08248517784957869
18,0.9085065041905812,0.08951491907838471,0.9199190899714973,0.08073001556219353,0.908297012687232,0.08871859626697148,0.9032153114105643,0.09656982804193923,0.9152567055172076,0.08913684554120622
19,0.9057663951797928,0.09479558825994612,0.9064318881504722,0.09551900189887333,0.9077248861862245,0.09258416429841684,0.904780159253291,0.09155078408781424,0.9166704084554573,0.08332823189918044
20,0.8986387125895083,0.09960160457626534,0.9034505130872298,0.09352735480068428,0.9080480298436061,0.08996001960738133,0.9019134280035005,0.09483844642364767,0.9217375325147485,0.07795888836992373
21,0.9060921442491654,0.09294694704579552,0.915628701264863,0.08422771837398253,0.9046400080931356,0.09188171004653053,0.9169860036960233,0.08092122459323198,0.9093642941465084,0.08668641396818665
22,0.9118906891285888,0.08921525476741239,0.911544312416832,0.08599089658933087,0.9087041637139863,0.08990426162064494,0.9134069667398389,0.08273038449955113,0.9057374922540479,0.09129909579404932
23,0.9163396172957826,0.08424919594740372,0.8905094684826078,0.10836879024948333,0.9047734487245459,0.09187224842516796,0.9154358059105395,0.08627999465956752,0.911412894443021,0.08450518380431783
24,0.9052523978211611,0.09286092600973435,0.9065109433801238,0.09417149310268008,0.9146797114646934,0.08597216928973332,0.9049863336629581,0.09690808043621242,0.9164299987966741,0.0814530056774361
25,0.9053726043057468,0.09214538284626125,0.8928474782322324,0.1044630631640776,0.9171641415443071,0.0807248227697625,0.8995443954007715,0.09662974366169556,0.8951355033301529,0.10016983272266071
26,0.9034662845678432,0.09348102896342052,0.9023814173336694,0.09630770604273448,0.9065859135937563,0.08963104253798254,0.9062482654651206,0.0961277913757487,0.9178557890415058,0.08221571399152941
27,0.9152368455107015,0.08680537708560354,0.9142493296583142,0.08445244130978354,0.9225531921694207,0.07618932451546911,0.9076001103735555,0.09562860235781749,0.9112875000692161,0.0876187956120665
28,0.9045760421410964,0.09551769908024951,0.9087590209590097,0.08906031574453885,0.91559623164892,0.0827145510998955,0.8967044475973162,0.10053373140389536,0.9140985223756171,0.0861874832091353
